"","FileFormat","FileSize","DatasetType","SurveyNum","SurveyId","FileType","FileDateLastModified","SurveyType","SurveyYearLabel","SurveyYear","DHS_CountryCode","FileName","CountryName"
"6425","Flat ASCII data (.dat)",1817849,"Survey Datasets",35,"ID1991DHS","Household Member Recode","August, 07 2003 13:18:50","DHS","1991","1991","ID","IDPR21FL.ZIP","Indonesia"
"6426","SAS dataset (.sas7bdat) ",2403995,"Survey Datasets",35,"ID1991DHS","Household Member Recode","September, 01 2016 12:19:35","DHS","1991","1991","ID","IDPR21SD.ZIP","Indonesia"
"6427","SPSS dataset (.sav)",3150209,"Survey Datasets",35,"ID1991DHS","Household Member Recode","August, 07 2003 12:18:36","DHS","1991","1991","ID","IDPR21SV.ZIP","Indonesia"
"6428","Hierarchical ASCII data (.dat)",11091753,"Survey Datasets",35,"ID1991DHS","Individual Recode","July, 31 2007 13:14:05","DHS","1991","1991","ID","IDIR21.ZIP","Indonesia"
"6429","Stata dataset (.dta)",6800337,"Survey Datasets",35,"ID1991DHS","Individual Recode","July, 17 2006 15:50:10","DHS","1991","1991","ID","IDIR21DT.ZIP","Indonesia"
"6430","Flat ASCII data (.dat)",7519968,"Survey Datasets",35,"ID1991DHS","Individual Recode","December, 10 2004 12:20:12","DHS","1991","1991","ID","IDIR21FL.ZIP","Indonesia"
"6431","SAS dataset (.sas7bdat) ",10860081,"Survey Datasets",35,"ID1991DHS","Individual Recode","September, 01 2016 12:18:50","DHS","1991","1991","ID","IDIR21SD.ZIP","Indonesia"
"6432","SPSS dataset (.sav)",7101668,"Survey Datasets",35,"ID1991DHS","Individual Recode","January, 18 2001 20:42:32","DHS","1991","1991","ID","IDIR21SV.ZIP","Indonesia"
"6433","Stata dataset (.dta)",5782359,"Survey Datasets",35,"ID1991DHS","Births Recode","May, 17 2007 15:45:58","DHS","1991","1991","ID","IDBR21dt.zip","Indonesia"
"6434","Flat ASCII data (.dat)",6693444,"Survey Datasets",35,"ID1991DHS","Births Recode","May, 17 2007 15:46:12","DHS","1991","1991","ID","IDBR21FL.zip","Indonesia"
"6435","SAS dataset (.sas7bdat) ",9186554,"Survey Datasets",35,"ID1991DHS","Births Recode","September, 01 2016 12:18:05","DHS","1991","1991","ID","IDBR21sd.zip","Indonesia"
"6436","SPSS dataset (.sav)",8846842,"Survey Datasets",35,"ID1991DHS","Births Recode","May, 17 2007 15:45:54","DHS","1991","1991","ID","IDBR21sv.zip","Indonesia"
"6437","Stata dataset (.dta)",7725452,"Survey Datasets",63,"ID1994DHS","Births Recode","May, 18 2007 08:44:06","DHS","1994","1994","ID","IDBR31dt.zip","Indonesia"
"6438","Flat ASCII data (.dat)",9029255,"Survey Datasets",63,"ID1994DHS","Births Recode","May, 18 2007 08:44:22","DHS","1994","1994","ID","IDBR31FL.zip","Indonesia"
"6439","SAS dataset (.sas7bdat) ",12642538,"Survey Datasets",63,"ID1994DHS","Births Recode","September, 01 2016 12:18:09","DHS","1994","1994","ID","IDBR31sd.zip","Indonesia"
"6440","SPSS dataset (.sav)",12504949,"Survey Datasets",63,"ID1994DHS","Births Recode","May, 18 2007 08:44:02","DHS","1994","1994","ID","IDBR31sv.zip","Indonesia"
"6441","Hierarchical ASCII data (.dat)",15731503,"Survey Datasets",63,"ID1994DHS","Individual Recode","July, 31 2007 13:14:09","DHS","1994","1994","ID","IDIR31.ZIP","Indonesia"
"6442","Stata dataset (.dta)",10624999,"Survey Datasets",63,"ID1994DHS","Individual Recode","July, 17 2006 15:51:18","DHS","1994","1994","ID","IDIR31DT.ZIP","Indonesia"
"6443","Flat ASCII data (.dat)",11565028,"Survey Datasets",63,"ID1994DHS","Individual Recode","December, 10 2004 12:22:47","DHS","1994","1994","ID","IDIR31FL.ZIP","Indonesia"
"6444","SAS dataset (.sas7bdat) ",17432576,"Survey Datasets",63,"ID1994DHS","Individual Recode","September, 01 2016 12:18:54","DHS","1994","1994","ID","IDIR31SD.ZIP","Indonesia"
"6445","SPSS dataset (.sav)",12188538,"Survey Datasets",63,"ID1994DHS","Individual Recode","January, 18 2001 20:51:56","DHS","1994","1994","ID","IDIR31SV.ZIP","Indonesia"
"6446","Stata dataset (.dta)",2346651,"Survey Datasets",63,"ID1994DHS","Household Member Recode","July, 17 2006 15:54:54","DHS","1994","1994","ID","IDPR31DT.ZIP","Indonesia"
"6447","Flat ASCII data (.dat)",2610851,"Survey Datasets",63,"ID1994DHS","Household Member Recode","August, 07 2003 13:24:14","DHS","1994","1994","ID","IDPR31FL.ZIP","Indonesia"
"6448","SAS dataset (.sas7bdat) ",3376255,"Survey Datasets",63,"ID1994DHS","Household Member Recode","September, 01 2016 12:19:36","DHS","1994","1994","ID","IDPR31SD.ZIP","Indonesia"
"6449","SPSS dataset (.sav)",3145919,"Survey Datasets",63,"ID1994DHS","Household Member Recode","August, 07 2003 12:23:58","DHS","1994","1994","ID","IDPR31SV.ZIP","Indonesia"
"6450","Stata dataset (.dta)",2030783,"Survey Datasets",63,"ID1994DHS","Household Recode","July, 17 2006 15:48:56","DHS","1994","1994","ID","IDHR31DT.ZIP","Indonesia"
"6451","Flat ASCII data (.dat)",2267273,"Survey Datasets",63,"ID1994DHS","Household Recode","December, 01 2004 11:55:01","DHS","1994","1994","ID","IDHR31FL.ZIP","Indonesia"
"6452","SAS dataset (.sas7bdat) ",3074537,"Survey Datasets",63,"ID1994DHS","Household Recode","September, 01 2016 12:18:36","DHS","1994","1994","ID","IDHR31SD.ZIP","Indonesia"
"6453","SPSS dataset (.sav)",2256832,"Survey Datasets",63,"ID1994DHS","Household Recode","January, 18 2001 20:30:06","DHS","1994","1994","ID","IDHR31SV.ZIP","Indonesia"
"6454","Stata dataset (.dta)",3844302,"Survey Datasets",63,"ID1994DHS","Children's Recode","September, 20 2006 19:42:42","DHS","1994","1994","ID","IDKR31DT.ZIP","Indonesia"
"6455","Flat ASCII data (.dat)",3991324,"Survey Datasets",63,"ID1994DHS","Children's Recode","September, 11 2006 10:38:30","DHS","1994","1994","ID","IDKR31FL.ZIP","Indonesia"
"6456","SAS dataset (.sas7bdat) ",5717263,"Survey Datasets",63,"ID1994DHS","Children's Recode","September, 01 2016 12:19:23","DHS","1994","1994","ID","IDKR31SD.ZIP","Indonesia"
"6457","SPSS dataset (.sav)",4379863,"Survey Datasets",63,"ID1994DHS","Children's Recode","September, 11 2006 10:35:48","DHS","1994","1994","ID","IDKR31SV.ZIP","Indonesia"
"6458","Hierarchical ASCII data (.dat)",392045,"Survey Datasets",63,"ID1994DHS","Service Availability Raw","August, 02 2006 10:47:24","DHS","1994","1994","ID","IDSQ37.ZIP","Indonesia"
"6459","Stata dataset (.dta)",323564,"Survey Datasets",63,"ID1994DHS","Service Availability Raw","September, 11 2006 10:34:51","DHS","1994","1994","ID","IDSQ37DT.ZIP","Indonesia"
"6460","Flat ASCII data (.dat)",359097,"Survey Datasets",63,"ID1994DHS","Service Availability Raw","September, 11 2006 10:38:30","DHS","1994","1994","ID","IDSQ37FL.ZIP","Indonesia"
"6461","SAS dataset (.sas7bdat) ",420190,"Survey Datasets",63,"ID1994DHS","Service Availability Raw","September, 01 2016 12:19:45","DHS","1994","1994","ID","IDSQ37SD.ZIP","Indonesia"
"6462","SPSS dataset (.sav)",351138,"Survey Datasets",63,"ID1994DHS","Service Availability Raw","September, 11 2006 10:35:49","DHS","1994","1994","ID","IDSQ37SV.ZIP","Indonesia"
"6463","Hierarchical ASCII data (.dat)",1760160,"Survey Datasets",63,"ID1994DHS","Expenditure","August, 04 2006 12:32:30","DHS","1994","1994","ID","IDXP35.ZIP","Indonesia"
"6464","Stata dataset (.dta)",1388643,"Survey Datasets",63,"ID1994DHS","Expenditure","September, 11 2006 10:34:52","DHS","1994","1994","ID","IDXP35DT.ZIP","Indonesia"
"6465","Flat ASCII data (.dat)",1498820,"Survey Datasets",63,"ID1994DHS","Expenditure","September, 11 2006 10:38:31","DHS","1994","1994","ID","IDXP35FL.ZIP","Indonesia"
"6466","SAS dataset (.sas7bdat) ",1686380,"Survey Datasets",63,"ID1994DHS","Expenditure","September, 01 2016 12:19:46","DHS","1994","1994","ID","IDXP35SD.ZIP","Indonesia"
"6467","SPSS dataset (.sav)",1724268,"Survey Datasets",63,"ID1994DHS","Expenditure","September, 11 2006 10:35:49","DHS","1994","1994","ID","IDXP35SV.ZIP","Indonesia"
"6468","Hierarchical ASCII data (.dat)",227513,"Survey Datasets",95,"ID1997DHS","Wealth Index","August, 02 2006 13:40:32","DHS","1997","1997","ID","IDWI3A.ZIP","Indonesia"
"6469","Stata dataset (.dta)",193983,"Survey Datasets",95,"ID1997DHS","Wealth Index","April, 05 2007 12:38:15","DHS","1997","1997","ID","IDWI3ADT.ZIP","Indonesia"
"6470","Flat ASCII data (.dat)",227472,"Survey Datasets",95,"ID1997DHS","Wealth Index","July, 12 2006 10:25:55","DHS","1997","1997","ID","IDWI3AFL.ZIP","Indonesia"
"6471","SAS dataset (.sas7bdat) ",251190,"Survey Datasets",95,"ID1997DHS","Wealth Index","September, 01 2016 12:19:46","DHS","1997","1997","ID","IDWI3ASD.ZIP","Indonesia"
"6472","SPSS dataset (.sav)",300889,"Survey Datasets",95,"ID1997DHS","Wealth Index","April, 05 2007 12:38:15","DHS","1997","1997","ID","IDWI3ASV.ZIP","Indonesia"
"6473","Stata dataset (.dta)",3648881,"Survey Datasets",95,"ID1997DHS","Children's Recode","July, 17 2006 15:54:28","DHS","1997","1997","ID","IDKR3ADT.ZIP","Indonesia"
"6474","Flat ASCII data (.dat)",4171429,"Survey Datasets",95,"ID1997DHS","Children's Recode","July, 02 1999 13:35:04","DHS","1997","1997","ID","IDKR3AFL.ZIP","Indonesia"
"6475","SAS dataset (.sas7bdat) ",5793836,"Survey Datasets",95,"ID1997DHS","Children's Recode","September, 01 2016 12:19:24","DHS","1997","1997","ID","IDKR3ASD.ZIP","Indonesia"
"6476","SPSS dataset (.sav)",4394431,"Survey Datasets",95,"ID1997DHS","Children's Recode","January, 18 2001 21:07:12","DHS","1997","1997","ID","IDKR3ASV.ZIP","Indonesia"
"6477","Stata dataset (.dta)",5186251,"Survey Datasets",95,"ID1997DHS","Household Recode","July, 17 2006 15:49:20","DHS","1997","1997","ID","IDHR3ADT.ZIP","Indonesia"
"6478","Flat ASCII data (.dat)",5458364,"Survey Datasets",95,"ID1997DHS","Household Recode","July, 02 1999 13:34:56","DHS","1997","1997","ID","IDHR3AFL.ZIP","Indonesia"
"6479","SAS dataset (.sas7bdat) ",7768250,"Survey Datasets",95,"ID1997DHS","Household Recode","September, 01 2016 12:18:38","DHS","1997","1997","ID","IDHR3ASD.ZIP","Indonesia"
"6480","SPSS dataset (.sav)",6322035,"Survey Datasets",95,"ID1997DHS","Household Recode","January, 18 2001 20:35:12","DHS","1997","1997","ID","IDHR3ASV.ZIP","Indonesia"
"6481","Stata dataset (.dta)",7415424,"Survey Datasets",95,"ID1997DHS","Household Member Recode","July, 17 2006 15:55:08","DHS","1997","1997","ID","IDPR3ADT.ZIP","Indonesia"
"6482","Flat ASCII data (.dat)",8012655,"Survey Datasets",95,"ID1997DHS","Household Member Recode","August, 08 2003 09:52:14","DHS","1997","1997","ID","IDPR3AFL.ZIP","Indonesia"
"6483","SAS dataset (.sas7bdat) ",9716047,"Survey Datasets",95,"ID1997DHS","Household Member Recode","September, 01 2016 12:19:39","DHS","1997","1997","ID","IDPR3ASD.ZIP","Indonesia"
"6484","SPSS dataset (.sav)",12349109,"Survey Datasets",95,"ID1997DHS","Household Member Recode","August, 08 2003 08:51:30","DHS","1997","1997","ID","IDPR3ASV.ZIP","Indonesia"
"6485","Hierarchical ASCII data (.dat)",18828768,"Survey Datasets",95,"ID1997DHS","Individual Recode","July, 31 2007 13:14:14","DHS","1997","1997","ID","IDIR3A.ZIP","Indonesia"
"6486","Stata dataset (.dta)",10913675,"Survey Datasets",95,"ID1997DHS","Individual Recode","July, 17 2006 15:52:26","DHS","1997","1997","ID","IDIR3ADT.ZIP","Indonesia"
"6487","Flat ASCII data (.dat)",11758580,"Survey Datasets",95,"ID1997DHS","Individual Recode","July, 02 1999 13:34:46","DHS","1997","1997","ID","IDIR3AFL.ZIP","Indonesia"
"6488","SAS dataset (.sas7bdat) ",18063486,"Survey Datasets",95,"ID1997DHS","Individual Recode","September, 01 2016 12:18:58","DHS","1997","1997","ID","IDIR3ASD.ZIP","Indonesia"
"6489","SPSS dataset (.sav)",11181294,"Survey Datasets",95,"ID1997DHS","Individual Recode","January, 18 2001 21:01:24","DHS","1997","1997","ID","IDIR3ASV.ZIP","Indonesia"
"6490","Stata dataset (.dta)",7868090,"Survey Datasets",95,"ID1997DHS","Births Recode","May, 17 2007 15:31:58","DHS","1997","1997","ID","IDBR3Adt.zip","Indonesia"
"6491","Flat ASCII data (.dat)",9179760,"Survey Datasets",95,"ID1997DHS","Births Recode","May, 17 2007 15:32:18","DHS","1997","1997","ID","IDBR3AFL.zip","Indonesia"
"6492","SAS dataset (.sas7bdat) ",13300407,"Survey Datasets",95,"ID1997DHS","Births Recode","September, 01 2016 12:18:13","DHS","1997","1997","ID","IDBR3Asd.zip","Indonesia"
"6493","SPSS dataset (.sav)",11445409,"Survey Datasets",95,"ID1997DHS","Births Recode","May, 17 2007 15:31:52","DHS","1997","1997","ID","IDBR3Asv.zip","Indonesia"
"6494","Hierarchical ASCII data (.dat)",1223202,"Survey Datasets",221,"ID2002OTH","Other Data","February, 17 2012 14:43:19","OTH","2002-03","2002","ID","IDOD4A.ZIP","Indonesia"
"6495","Stata dataset (.dta)",1390181,"Survey Datasets",221,"ID2002OTH","Other Data","February, 17 2012 14:43:20","OTH","2002-03","2002","ID","IDOD4ADT.ZIP","Indonesia"
"6496","Flat ASCII data (.dat)",1466521,"Survey Datasets",221,"ID2002OTH","Other Data","February, 17 2012 15:02:18","OTH","2002-03","2002","ID","IDOD4AFL.ZIP","Indonesia"
"6497","SAS dataset (.sas7bdat) ",1754394,"Survey Datasets",221,"ID2002OTH","Other Data","September, 02 2016 12:40:43","OTH","2002-03","2002","ID","IDOD4ASD.ZIP","Indonesia"
"6498","SPSS dataset (.sav)",1946683,"Survey Datasets",221,"ID2002OTH","Other Data","February, 17 2012 14:43:21","OTH","2002-03","2002","ID","IDOD4ASV.ZIP","Indonesia"
"6499","Hierarchical ASCII data (.dat)",1893408,"Survey Datasets",172,"ID2003DHS","Men's Recode","May, 25 2012 10:19:55","DHS","2002-03","2003","ID","IDMR42.ZIP","Indonesia"
"6500","Stata dataset (.dta)",1641489,"Survey Datasets",172,"ID2003DHS","Men's Recode","May, 25 2012 10:19:59","DHS","2002-03","2003","ID","IDMR42DT.ZIP","Indonesia"
"6501","Flat ASCII data (.dat)",1817510,"Survey Datasets",172,"ID2003DHS","Men's Recode","May, 25 2012 10:19:58","DHS","2002-03","2003","ID","IDMR42FL.ZIP","Indonesia"
"6502","SAS dataset (.sas7bdat) ",2297333,"Survey Datasets",172,"ID2003DHS","Men's Recode","September, 01 2016 12:19:31","DHS","2002-03","2003","ID","IDMR42SD.ZIP","Indonesia"
"6503","SPSS dataset (.sav)",1936272,"Survey Datasets",172,"ID2003DHS","Men's Recode","May, 25 2012 10:19:59","DHS","2002-03","2003","ID","IDMR42SV.ZIP","Indonesia"
"6504","Stata dataset (.dta)",2855196,"Survey Datasets",172,"ID2003DHS","Household Member Recode","May, 25 2012 10:18:42","DHS","2002-03","2003","ID","IDPR42DT.ZIP","Indonesia"
"6505","Flat ASCII data (.dat)",3085867,"Survey Datasets",172,"ID2003DHS","Household Member Recode","May, 25 2012 10:19:54","DHS","2002-03","2003","ID","IDPR42FL.ZIP","Indonesia"
"6506","SAS dataset (.sas7bdat) ",4038193,"Survey Datasets",172,"ID2003DHS","Household Member Recode","September, 01 2016 12:19:40","DHS","2002-03","2003","ID","IDPR42SD.ZIP","Indonesia"
"6507","SPSS dataset (.sav)",5873467,"Survey Datasets",172,"ID2003DHS","Household Member Recode","May, 25 2012 10:18:39","DHS","2002-03","2003","ID","IDPR42SV.ZIP","Indonesia"
"6508","Stata dataset (.dta)",3342096,"Survey Datasets",172,"ID2003DHS","Household Recode","May, 25 2012 10:16:50","DHS","2002-03","2003","ID","IDHR42DT.ZIP","Indonesia"
"6509","Flat ASCII data (.dat)",3578100,"Survey Datasets",172,"ID2003DHS","Household Recode","May, 25 2012 10:19:14","DHS","2002-03","2003","ID","IDHR42FL.ZIP","Indonesia"
"6510","SAS dataset (.sas7bdat) ",4953565,"Survey Datasets",172,"ID2003DHS","Household Recode","September, 01 2016 12:18:40","DHS","2002-03","2003","ID","IDHR42SD.ZIP","Indonesia"
"6511","SPSS dataset (.sav)",4102561,"Survey Datasets",172,"ID2003DHS","Household Recode","May, 25 2012 10:16:45","DHS","2002-03","2003","ID","IDHR42SV.ZIP","Indonesia"
"6512","Stata dataset (.dta)",4092571,"Survey Datasets",172,"ID2003DHS","Children's Recode","May, 25 2012 10:17:56","DHS","2002-03","2003","ID","IDKR42DT.ZIP","Indonesia"
"6513","Flat ASCII data (.dat)",4561610,"Survey Datasets",172,"ID2003DHS","Children's Recode","May, 25 2012 10:19:44","DHS","2002-03","2003","ID","IDKR42FL.ZIP","Indonesia"
"6514","SAS dataset (.sas7bdat) ",6132018,"Survey Datasets",172,"ID2003DHS","Children's Recode","September, 01 2016 12:19:26","DHS","2002-03","2003","ID","IDKR42SD.ZIP","Indonesia"
"6515","SPSS dataset (.sav)",5077649,"Survey Datasets",172,"ID2003DHS","Children's Recode","May, 25 2012 10:17:54","DHS","2002-03","2003","ID","IDKR42SV.ZIP","Indonesia"
"6516","Hierarchical ASCII data (.dat)",16828128,"Survey Datasets",172,"ID2003DHS","Individual Recode","May, 25 2012 10:19:20","DHS","2002-03","2003","ID","IDIR42.ZIP","Indonesia"
"6517","Stata dataset (.dta)",14878651,"Survey Datasets",172,"ID2003DHS","Individual Recode","May, 25 2012 10:17:25","DHS","2002-03","2003","ID","IDIR42DT.ZIP","Indonesia"
"6518","Flat ASCII data (.dat)",15266241,"Survey Datasets",172,"ID2003DHS","Individual Recode","May, 25 2012 10:19:42","DHS","2002-03","2003","ID","IDIR42FL.ZIP","Indonesia"
"6519","SAS dataset (.sas7bdat) ",21423433,"Survey Datasets",172,"ID2003DHS","Individual Recode","September, 01 2016 12:19:04","DHS","2002-03","2003","ID","IDIR42SD.ZIP","Indonesia"
"6520","SPSS dataset (.sav)",16736392,"Survey Datasets",172,"ID2003DHS","Individual Recode","May, 25 2012 10:17:13","DHS","2002-03","2003","ID","IDIR42SV.ZIP","Indonesia"
"6521","Stata dataset (.dta)",4079212,"Survey Datasets",172,"ID2003DHS","Couples' Recode","May, 25 2012 10:19:00","DHS","2002-03","2003","ID","IDCR42DT.ZIP","Indonesia"
"6522","Flat ASCII data (.dat)",4513728,"Survey Datasets",172,"ID2003DHS","Couples' Recode","May, 25 2012 10:20:02","DHS","2002-03","2003","ID","IDCR42FL.ZIP","Indonesia"
"6523","SAS dataset (.sas7bdat) ",5936160,"Survey Datasets",172,"ID2003DHS","Couples' Recode","September, 01 2016 12:18:30","DHS","2002-03","2003","ID","IDCR42SD.ZIP","Indonesia"
"6524","SPSS dataset (.sav)",4316334,"Survey Datasets",172,"ID2003DHS","Couples' Recode","May, 25 2012 10:18:58","DHS","2002-03","2003","ID","IDCR42SV.ZIP","Indonesia"
"6525","Stata dataset (.dta)",8960333,"Survey Datasets",172,"ID2003DHS","Births Recode","May, 25 2012 10:18:15","DHS","2002-03","2003","ID","IDBR42DT.ZIP","Indonesia"
"6526","Flat ASCII data (.dat)",9394028,"Survey Datasets",172,"ID2003DHS","Births Recode","May, 25 2012 10:19:51","DHS","2002-03","2003","ID","IDBR42FL.ZIP","Indonesia"
"6527","SAS dataset (.sas7bdat) ",14466331,"Survey Datasets",172,"ID2003DHS","Births Recode","September, 01 2016 12:18:17","DHS","2002-03","2003","ID","IDBR42SD.ZIP","Indonesia"
"6528","SPSS dataset (.sav)",12853338,"Survey Datasets",172,"ID2003DHS","Births Recode","May, 25 2012 10:18:06","DHS","2002-03","2003","ID","IDBR42SV.ZIP","Indonesia"
"6529","Flat ASCII data (.dat)",378158,"GPS Datasets",172,"ID2003DHS","Geographic Data","March, 05 2012 18:26:54","DHS","2002-03","2003","ID","IDGE43FL.zip","Indonesia"
"6530","Flat ASCII data (.dat)",1335946,"GPS Datasets",172,"ID2003DHS","Geospatial Covariates","September, 06 2018 16:09:35","DHS","2002-03","2003","ID","IDGC42FL.ZIP","Indonesia"
"6531","Stata dataset (.dta)",10396677,"Survey Datasets",297,"ID2007DHS","Births Recode","July, 13 2009 08:16:28","DHS","2007","2007","ID","IDBR51DT.ZIP","Indonesia"
"6532","Flat ASCII data (.dat)",11169465,"Survey Datasets",297,"ID2007DHS","Births Recode","July, 13 2009 08:16:53","DHS","2007","2007","ID","IDBR51FL.ZIP","Indonesia"
"6533","SAS dataset (.sas7bdat) ",19175517,"Survey Datasets",297,"ID2007DHS","Births Recode","September, 01 2016 12:18:23","DHS","2007","2007","ID","IDBR51SD.ZIP","Indonesia"
"6534","SPSS dataset (.sav)",14966836,"Survey Datasets",297,"ID2007DHS","Births Recode","July, 13 2009 08:16:22","DHS","2007","2007","ID","IDBR51SV.ZIP","Indonesia"
"6535","Stata dataset (.dta)",4550519,"Survey Datasets",297,"ID2007DHS","Couples' Recode","May, 01 2009 15:53:18","DHS","2007","2007","ID","IDCR51dt.zip","Indonesia"
"6536","Flat ASCII data (.dat)",5034935,"Survey Datasets",297,"ID2007DHS","Couples' Recode","May, 01 2009 15:55:04","DHS","2007","2007","ID","IDCR51FL.zip","Indonesia"
"6537","SAS dataset (.sas7bdat) ",6605286,"Survey Datasets",297,"ID2007DHS","Couples' Recode","September, 01 2016 12:18:31","DHS","2007","2007","ID","IDCR51sd.zip","Indonesia"
"6538","SPSS dataset (.sav)",5290064,"Survey Datasets",297,"ID2007DHS","Couples' Recode","May, 01 2009 15:53:17","DHS","2007","2007","ID","IDCR51sv.zip","Indonesia"
